Blog	book	way	company	build	latest	episode	go	deep	into	talking	process	find	most	real	life	keep	reading	recently	someone	here	know	your	team	wrote	day	questions	asked	part	our	something	happened	me	entire	earlier	month	released	stop	running	work	getting	product	goes	small	great	do	being	than	might	if	want	there	no	been	made	even	human	may	around	five	open	support	well	every	single	read	am	my	won	tell	anyone	think	were	bad	m	g	would	among	them	re	sure	six	phone	put	out	call	twitter	he	order	all	hour	back	down	since	including	job	few	people	over	pay	less	now	self	successful	web	app	first	business	us	away	take	some	america	said	different	john	isn	same	thing	d	like	co	july	also	so	please	don	did	times	get	their	york	debate	important	who	never	while	trump	will	because	could	had	person	just	doing	morning	after	post	happy	moment	american	quite	perhaps	really	time	possible	everything	good	things	started	better	until	rather	years	though	does	amazon	love	much	give	off	page	last	through	site	still	his	ideas	system	aren	able	kind	according	yet	again	full	technology	these	going	actually	later	hard	feel	too	only	world	end	car	many	must	stuff	got	used	fact	ever	during	national	security	u	president	says	case	let	took	went	general	best	bit	money	past	its	science	room	whether	making	another	any	health	nice	side	care	industry	other	public	maybe	third	set	businesses	anything	power	along	then	need	long	enough	make	start	ll	pretty	mean	taking	others	nothing	stay	home	change	always	internet	should	media	why	ve	months	today	finally	least	building	friend	continue	myself	comes	nearly	seven	year	see	data	help	ask	right	say	two	under	second	where	found	group	watch	facebook	mind	man	ago	question	fix	tech	version	series	week	thanks	helping	friends	own	write	writing	posts	usually	original	those	cool	ten	list	price	high	easy	appeared	next	online	him	short	drive	share	favorite	try	use	official	cost	days	left	once	often	service	especially	else	photos	san	art	higher	looks	four	career	social	summer	experience	nbsp	doesn	matter	early	place	example	growing	thinking	true	probably	google	working	called	live	future	news	number	services	together	show	blog	idea	top	link	using	b	each	which	both	based	look	via	very	free	create	added	watching	fun	name	smart	living	feature	search	results	several	run	links	come	hand	simple	already	photo	hit	game	lost	seem	makes	design	street	view	content	tools	traffic	needs	old	play	tool	within	users	little	against	coming	brand	email	features	story	green	companies	far	report	talk	lot	water	large	video	shows	apple	line	almost	pro	point	amp	age	big	kids	movie	th	her	city	youtube	young	woman	known	she	remember	course	done	before	project	update	deal	seen	million	following	personal	ways	half	tv	night	family	network	turn	local	without	com	check	looking	key	music	bring	available	learn	event	couple	playing	itself	space	weeks	didn	places	problem	community	wanted	whole	learned	sense	face	trying	state	level	school	led	yes	thought	clear	program	takes	understand	become	helped	lives	couldn	wasn	between	everyone	light	means	such	cover	three	stories	party	spend	camera	hope	having	cnn	donald	house	article	minutes
ScienceBlogs - Where the world discusses science	1	6	2	0	0	0	2	2	12	0	1	0	10	0	1	0	0	2	2	7	10	6	0	1	6	3	1	5	16	1	4	10	0	1	0	1	1	1	8	2	0	0	0	3	14	6	11	11	13	10	23	14	19	4	22	9	3	6	3	1	1	8	4	1	4	2	14	3	3	0	3	16	3	4	0	15	2	16	2	1	0	0	4	12	2	0	32	2	27	2	8	2	3	0	0	1	20	11	1	5	9	2	1	2	0	6	0	11	0	8	17	1	2	1	2	3	4	6	4	17	0	1	14	18	1	9	4	5	6	28	0	0	6	20	1	10	4	19	9	17	10	0	19	2	1	9	6	1	2	5	3	2	6	8	2	0	1	5	0	4	4	3	5	6	1	0	2	10	1	6	0	7	4	1	9	12	1	2	1	1	3	0	8	3	1	0	15	5	3	2	6	1	5	8	19	3	1	12	7	1	0	3	1	4	3	2	1	0	1	1	5	4	2	0	0	2	1	1	4	5	11	0	3	3	7	10	4	0	1	1	1	10	0	1	0	1	0	3	10	3	7	8	10	7	3	1	5	3	3	2	4	4	0	2	11	3	0	12	2	7	10	1	2	1	3	0	0	2	2	1	0	0	6	13	5	11	1	3	2	4	6	3	8	3	2	2	0	1	2	1	1	0	0	1	1	4	0	0	5	2	0	2	1	1	2	9	0	0	4	0	0	1	1	2	0	7	0	0	1	1	1	5	0	0	0	1	2	4	0	1	1	0	5	0	0	0	3	0	0	0	0	0	3	1	0	4	5	1	1	3	0	0	1	1	1	2	5	0	0	1	1	2	2	1	2	1	12	1	21	8	3	0	0	10	4	1	0	0	0	1	1	2	0	0	0	1	0	0	8	1	1	5	2	1	0	2	0	1	0	0	4	0	0	0	1	2	0	0	2	0	5	6	1	0	0	0	2	2	5	8	1	1	3	1	3	0	0	0	0	2	3	2	9	3	7	0	3	0	7	0	0	2	0	3	3	6	8	8	6	1	0	3	1	1	0	1	1	0	0	0	1	0	1	6	5	0	0	2	2	0	3	0	1	0	0	0	0	0	0	2	1	1	2	0	2	0	0	1	0	2	0	2	0	6	2	4	2	0	2	1	0	2	2	1	3	1	2	3	15	2	3	2	0	0	0	7	3	0	2	0	5	0
Search Engine Roundtable	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	3	0	0	2	0	0	1	1	1	1	0	4	0	1	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	3	0	2	2	2	0	0	0	3	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	1	0	0	0	2	0	3	0	1	0	1	3	3	1	0	2	1	1	0	0	0	0	2	0	0	0	0	2	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	1	2	4	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	2	1	0	0	0	2	0	3	0	0	0	0	0	2	15	6	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ShoeMoney	0	2	1	0	1	0	0	0	2	0	0	2	3	1	0	0	0	0	0	20	4	21	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	4	2	0	0	0	2	5	1	2	3	7	1	6	2	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	1	1	0	4	0	1	9	0	0	0	1	4	0	1	5	0	4	0	2	2	0	0	2	2	4	0	1	0	3	2	0	3	0	0	4	1	0	1	5	0	0	0	0	3	0	1	0	2	0	1	1	1	0	4	1	1	2	4	0	0	1	2	0	2	0	4	1	0	1	0	5	1	0	1	0	0	0	0	0	0	0	4	0	2	0	3	0	0	0	0	1	1	1	0	0	4	1	1	0	2	1	2	3	4	2	0	0	0	1	1	0	0	0	0	0	5	0	0	1	0	1	0	3	0	0	1	2	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	1	0	2	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	6	1	1	4	2	3	2	2	0	0	2	0	0	2	1	1	2	1	6	1	0	3	0	1	0	0	0	0	0	0	0	1	1	1	0	0	5	1	0	1	0	2	0	0	0	1	1	1	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	2	0	0	2	6	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	0	2	0	0	0	1	2	1	1	0	0	0	0	1	8	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	4	0	0	0	1	0	1	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	1	4	1	0	4	4	5	1	0	0	0	0	0	2	0	0	3	0	0	1	0	0	0	1	2	0	0	0	5	1	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	1	0	0	6	0	1	1	0	1	2	2	0	0	0	0	2	1	0	0	0	2	0	1	0	0	1	0	0	0	0	1	0	2	0	0	0	0	1	0	1	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	4	0	0	2	0	0	1	0	0	0	0	0
Sifry's Alerts - David Sifry	7	4	1	5	2	0	7	2	10	1	0	3	8	2	0	1	1	0	0	7	7	65	6	0	8	3	3	8	11	8	0	8	1	1	3	1	3	0	7	4	8	0	3	13	23	0	12	1	19	20	25	3	10	0	13	0	0	5	5	3	2	16	1	2	5	2	16	3	2	3	6	5	0	11	0	2	5	4	34	6	1	1	7	29	3	1	2	0	21	2	1	3	2	2	1	2	3	13	1	5	4	2	2	6	1	11	2	14	2	8	21	0	0	2	2	2	3	1	4	19	1	0	16	28	1	7	2	5	22	21	1	0	0	14	0	12	0	13	0	4	9	1	14	1	1	4	4	2	1	0	3	0	16	11	2	2	5	10	2	2	1	0	2	2	3	0	4	11	5	11	0	6	6	6	14	2	1	0	1	1	3	0	2	0	4	1	3	12	1	1	4	2	4	8	8	6	0	8	0	2	6	6	3	2	3	0	0	4	1	0	0	5	1	1	0	2	6	8	0	2	0	2	0	8	2	2	0	0	0	0	1	8	3	2	3	6	4	0	0	2	6	6	5	4	15	2	17	2	4	2	0	2	4	2	1	1	2	4	2	8	25	2	6	0	1	3	3	3	1	2	2	0	10	3	4	7	1	6	4	5	1	5	10	9	4	1	0	1	0	1	0	2	1	2	0	3	5	2	4	3	0	2	5	2	0	13	0	6	1	0	2	2	0	11	1	2	0	1	1	1	2	6	0	1	3	0	5	3	2	4	0	3	2	1	2	4	5	0	1	0	5	2	1	1	0	7	4	1	2	0	2	1	4	2	1	2	1	3	1	6	3	25	0	10	0	2	1	3	11	5	4	4	2	10	2	6	0	3	6	2	0	0	3	3	1	0	2	0	6	0	3	2	1	4	1	0	0	4	0	2	0	1	1	0	1	8	3	0	0	0	0	0	2	4	3	2	1	0	3	3	12	0	9	0	4	3	0	0	3	1	4	0	0	0	4	6	7	1	2	7	0	1	0	0	2	1	4	6	5	2	4	0	0	4	0	4	1	3	1	0	0	3	5	8	0	1	3	7	0	1	0	2	2	0	1	3	1	0	1	0	3	1	0	1	1	3	0	0	1	9	0	0	1	1	2	0	0	2	1	0	0	0	0	0	1	1	2	8	1	3	3	0	0	2	17	2	0	0	0	1	0	3
SimpleBits	9	11	7	3	0	0	7	0	11	0	2	4	9	0	9	9	1	0	3	15	7	24	8	3	8	0	1	2	9	13	1	19	3	0	1	2	0	3	17	5	2	2	0	4	7	7	1	2	10	1	18	17	8	5	8	0	1	10	1	1	4	7	4	2	1	1	32	2	1	2	2	11	1	18	0	14	0	11	24	3	0	0	2	20	0	1	3	0	19	0	13	3	1	0	1	4	13	13	0	1	7	0	1	7	0	5	9	5	2	5	18	0	3	5	0	2	1	4	12	14	12	0	9	19	2	7	3	1	14	5	0	0	6	7	13	11	0	7	3	3	11	0	18	8	0	6	0	1	0	0	0	1	11	25	1	7	8	21	10	3	1	4	12	1	0	0	7	7	4	4	2	5	6	4	5	2	3	3	2	2	2	0	1	5	0	0	6	6	4	3	2	3	5	2	5	6	0	10	0	8	3	1	0	3	2	0	0	0	0	0	0	3	3	3	4	6	6	0	1	3	0	1	3	4	4	4	1	2	9	4	2	9	0	1	0	2	2	3	0	2	9	8	10	1	5	8	23	2	2	3	2	2	2	0	4	10	0	6	1	0	14	0	4	2	1	7	0	2	0	1	0	0	5	7	0	6	1	5	1	2	0	5	7	1	0	1	0	3	0	3	0	0	2	1	1	1	4	3	5	3	4	8	0	0	2	10	0	0	0	0	3	9	0	5	0	0	6	0	5	2	4	5	0	0	4	0	1	5	0	6	3	0	2	0	0	0	0	6	1	0	3	17	2	1	10	3	2	4	0	0	1	0	3	3	1	3	0	2	0	5	1	1	5	0	0	5	0	3	8	1	1	1	0	8	1	1	1	2	7	0	0	1	2	0	0	2	1	1	7	1	0	0	0	0	0	0	0	1	8	0	3	1	4	0	1	4	0	0	1	0	6	1	0	1	1	3	0	2	1	2	0	2	8	2	3	3	0	0	2	0	0	1	0	1	5	1	0	0	6	0	0	0	0	0	4	7	2	0	4	7	0	0	1	0	0	2	3	1	0	0	2	0	1	0	0	1	0	3	2	0	2	1	6	2	1	1	3	0	1	1	0	1	10	5	2	8	1	0	0	0	1	0	2	2	1	1	0	0	2	2	2	1	0	3	1	2	1	3	1	0	0	2	1	0	0	1	5	0	0	0	1	1
Talking Points Memo	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	3	0	2	0	0	8	0	2	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
ongoing by Tim Bray	0	5	0	0	1	1	4	0	2	1	1	1	1	1	5	0	0	4	1	7	3	1	0	2	2	0	0	0	7	0	0	4	0	1	1	0	0	0	3	1	1	0	1	3	3	0	3	3	5	2	10	2	7	1	3	0	1	0	1	0	0	3	1	0	1	0	7	0	2	0	1	0	1	4	0	1	1	2	2	0	0	3	1	6	0	0	0	0	0	0	4	1	0	0	0	3	1	1	0	1	1	0	0	0	1	0	0	0	0	1	3	0	0	0	0	1	0	2	1	1	0	0	5	6	0	1	2	1	3	1	0	0	0	1	0	0	0	1	1	0	0	2	3	0	0	0	1	1	0	0	0	0	2	5	0	0	5	0	1	2	0	0	2	0	1	3	0	1	0	0	0	3	3	0	1	0	0	0	0	0	0	0	1	1	3	0	2	2	1	0	1	1	1	1	1	1	2	0	0	0	1	1	0	2	0	0	0	0	0	0	0	3	0	0	0	2	2	2	1	2	0	0	0	0	1	2	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	2	1	0	1	2	1	0	0	1	0	2	0	2	2	0	0	1	4	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	1	0	1	1	1	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	3	0	0	1	2	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	1	2	0	0	0	0	2	9	0	0	1	0	1	0	0	2	0	0	0	0	1	0	0	1	3	0	0	0	0	1	0	0	0	0	1	3	1	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	5	2	0	0	0	0	4	0	1	1	0	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	5	1	0	0	0	0	0	0
TechCrunch	0	1	9	0	0	0	0	0	0	1	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	5	0	2	0	0	0	1	2	0	1	1	0	1	0	0	0	0	2	1	1	0	1	0	4	2	1	0	0	0	0	1	0	1	2	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	3	7	2	3	0	0	1	0	4	0	0	0	1	1	0	0	0	0	2	1	0	0	0	0	1	4	0	0	0	0	0	1	0	4	0	0	1	3	1	0	1	3	1	0	0	2	0	0	1	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	3	0	0	0	0	1	1	2	1	0	0	0	0	1	1	0	1	0	0	7	2	0	0	0	0	0	0	0	2	0	1	0	18	0	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	2	1	1	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	4	0	0	0	0	0	0	2	0	0	3	1	2	0	0	0	0	2	0	5	0	0	2	0	4	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	4	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	2	1	0	0	0	2	0	1	0	1	3	0	3	1	0	1	2	2	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3	1	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	5	0	0	2	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	10	0	0	1	0	3	0	0	3	0	0	0	0	0	1	0	2	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	2	0	1	0	0	0	1	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0
Techdirt.	0	14	21	6	5	0	6	0	23	3	9	6	15	6	3	11	2	6	4	17	11	9	29	3	2	7	5	12	29	14	5	4	5	4	3	3	2	4	15	6	7	4	2	11	28	21	36	12	45	11	53	50	36	17	34	2	26	4	8	6	3	21	6	6	6	2	4	2	1	3	11	44	7	6	2	22	4	37	26	5	1	6	7	49	5	4	29	6	55	1	18	7	9	16	7	16	47	25	9	9	32	0	0	3	2	21	13	12	4	11	32	0	30	6	1	13	16	17	21	30	0	6	34	38	1	16	16	11	15	45	4	5	1	44	13	11	3	37	23	16	32	10	35	5	0	20	18	1	2	3	7	5	20	33	3	4	14	15	2	10	4	8	25	9	16	28	3	22	4	18	1	10	15	3	13	37	2	7	7	7	9	7	9	17	5	11	33	19	19	4	5	4	12	35	7	7	1	25	12	4	6	14	13	4	4	5	12	0	2	13	27	6	2	3	6	6	10	12	10	66	6	6	11	4	12	34	0	1	5	1	6	38	34	1	7	10	2	5	5	5	19	9	8	10	20	5	5	10	6	1	3	7	2	5	3	4	23	15	13	11	19	5	1	7	8	1	0	3	1	3	2	2	10	13	36	3	2	9	6	16	11	6	11	11	2	9	7	2	2	6	5	3	29	6	2	13	2	3	0	20	0	2	2	2	4	26	1	2	3	6	8	2	0	6	5	8	5	6	3	1	1	32	4	3	7	3	9	4	8	4	8	2	8	0	3	2	6	0	16	1	2	2	9	4	1	10	2	3	3	5	5	5	3	10	2	7	6	9	9	2	4	0	6	3	1	13	0	5	26	13	5	3	3	19	11	3	1	0	2	9	2	7	3	7	3	4	6	0	5	6	0	15	2	2	6	3	9	12	1	4	5	8	1	1	1	10	6	2	4	10	9	8	3	2	26	6	31	0	22	6	4	3	9	0	2	9	6	1	2	5	3	11	0	5	8	2	1	1	10	36	2	0	0	3	15	2	10	7	15	3	0	14	6	20	3	5	3	2	1	0	0	10	7	9	8	1	2	4	2	6	0	3	1	0	2	2	8	3	3	7	4	18	4	1	7	2	4	8	5	11	6	1	4	3	2	10	19	3	4	6	0	1	3	3	11	18	17	3	22	0	16	0	9	2	10	2	4	0	1	9	5	3
TMZ.com	0	1	0	0	0	0	0	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	3	0	0	0	1	0	0	2	1	1	2	0	2	0	0	0	2	0	0	0	0	1	4	0	0	7	1	0	0	0	2	0	0	0	0	0	1	0	0	2	0	0	0	0	1	2	0	0	1	0	0	0	0	2	0	0	0	2	1	0	0	2	0	0	0	2	0	2	1	0	0	0	5	0	0	2	0	3	0	0	0	2	1	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	2	0	0	0	11	0	0	0	0	0	3	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	2	0	2	3	2	2	1	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	2	0	1	0	0	4	1	0	0	0	1	0	2	1	0	0	0	0	11	0	2	1	1	0	8	0	0	0	3	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	2	0	3	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Latest Items from TreeHugger	1	0	0	0	0	0	2	0	2	0	0	0	1	1	2	1	0	0	0	3	1	0	0	0	3	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	1	0	2	1	1	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	2	0	0	0	0	1	0	0	2	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	3	1	0	0	4	0	1	0	0	2	2	0	0	0	1	0	1	0	6	1	0	1	0	4	1	0	1	0	1	1	0	0	0	0	2	0	0	0	1	0	0	0	0	2	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	2	0	0	0	1	0	4	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	3	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	2	0	5	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	2	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	2	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
We Make Money Not Art	1	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
